chrom	length	bases	mean	min	max
TE_00002424_LTR#LTR/Gypsy	3583	2221672	620.06	15	2066
TE_00002425_INT#LTR/Gypsy	9459	13100951	1385.02	0	6621
TE_00002426#DNA/DTC	942	104704	111.15	0	376
TE_00002428#DNA/Helitron	2673	15487	5.79	0	51
TE_00002429#MITE/DTT	208	13224	63.58	1	264
TE_00002430_INT#LTR/Copia	3622	33028	9.12	1	29
TE_00002431#DNA/DTH	795	4723	5.94	0	24
TE_00002432#MITE/DTT	410	2448	5.97	0	48
TE_00002433#DNA/DTT	3423	41193	12.03	0	65
TE_00002434#DNA/DTT	743	5983	8.05	1	32
TE_00002435_INT#LTR/Copia	6453	1484493	230.05	0	1059
TE_00002437_INT#LTR/Copia	4723	130040	27.53	0	181
TE_00002438_INT#LTR/Copia	372	71718	192.79	3	663
TE_00002439#DNA/DTM	1208	3533	2.92	0	11
TE_00002440#MITE/DTT	241	16584	68.81	3	206
TE_00002441#DNA/DTC	3145	28846	9.17	1	86
TE_00002442#DNA/DTC	751	238171	317.14	1	734
TE_00002443_INT#LTR/Gypsy	1281	878049	685.44	0	1899
TE_00002444_INT#LTR/Gypsy	4347	39019	8.98	0	23
TE_00002445_LTR#LTR/Gypsy	984	3441885	3497.85	40	5567
TE_00002446_LTR#LTR/Copia	161	11252	69.89	41	109
TE_00002447#DNA/DTC	1601	5836619	3645.61	1	8977
TE_00002449_LTR#LTR/Copia	421	29497	70.06	0	118
TE_00002450_INT#LTR/Copia	4714	42531	9.02	0	57
TE_00002452#DNA/DTC	1289	227658	176.62	10	877
TE_00002454#DNA/Helitron	2796	23141	8.28	0	45
TE_00002455_INT#LTR/Copia	86	70574	820.63	0	1245
TE_00002456#DNA/DTC	1845	82702	44.82	0	211
TE_00002457_INT#LTR/Gypsy	184	13882	75.45	0	190
TE_00002458_INT#LTR/Gypsy	118	262146	2221.58	0	4780
TE_00002459_INT#LTR/Gypsy	1107	3055937	2760.56	0	10253
TE_00002460_LTR#LTR/Gypsy	998	30853	30.91	9	48
TE_00002461_INT#LTR/Copia	4484	135018	30.11	2	94
TE_00002462#DNA/DTT	2541	102030	40.15	0	703
TE_00002463#DNA/DTH	479	797	1.66	0	11
TE_00002464_LTR#LTR/Copia	212	3491	16.47	1	28
TE_00002465#DNA/DTH	700	2535	3.62	0	18
TE_00002466_LTR#LTR/Gypsy	125	646	5.17	0	12
TE_00002467#DNA/DTM	1500	16960	11.31	0	51
TE_00002469_INT#LTR/Gypsy	3261	7304806	2240.05	1	24222
TE_00002471#DNA/DTM	2823	1363107	482.86	0	755
TE_00002472#MITE/DTT	352	2774	7.88	1	13
TE_00002473_LTR#LTR/Gypsy	979	86396	88.25	4	276
TE_00002474#MITE/DTH	198	23090	116.62	75	147
TE_00002475_LTR#LTR/Copia	370	39433	106.58	0	173
TE_00002476#DNA/DTT	1269	4834	3.81	0	43
TE_00002477#DNA/DTC	2871	508860	177.24	0	1729
TE_00002479#DNA/Helitron	3500	48376	13.82	0	69
TE_00002480#DNA/DTA	721	19893	27.59	0	73
TE_00002481_INT#LTR/Copia	5947	1427057	239.96	0	1553
TE_00002482_INT#LTR/Gypsy	463	184955	399.47	0	958
TE_00002483_INT#LTR/Gypsy	326	37275	114.34	0	191
TE_00002484#DNA/Helitron	292	31673	108.47	1	204
TE_00002485_LTR#LTR/Gypsy	972	280431	288.51	3	1363
TE_00002486#DNA/DTT	736	2412	3.28	0	25
TE_00002487_INT#LTR/Copia	4749	41091	8.65	0	20
TE_00002488_LTR#LTR/Copia	1665	13310081	7994.04	0	17202
TE_00002489_LTR#LTR/Gypsy	3966	943787	237.97	4	1244
TE_00002490#MITE/DTH	215	1467	6.82	0	14
TE_00002491#MITE/DTH	375	5988	15.97	1	28
TE_00002492_INT#LTR/Gypsy	167	5336	31.95	0	43
TE_00002493_INT#LTR/Gypsy	11412	10080899	883.36	21	4623
TE_00002494_INT#LTR/Copia	4269	124230	29.10	5	75
TE_00002495#MITE/DTT	85	265	3.12	2	5
TE_00002496_LTR#LTR/Gypsy	3214	1311860	408.17	34	1031
TE_00002498_LTR#LTR/Copia	221	4310	19.50	4	27
TE_00002499#DNA/DTA	640	1142	1.78	0	19
TE_00002500#DNA/DTT	2582	45311	17.55	0	320
TE_00002501#DNA/DTA	938	11633	12.40	3	32
TE_00002502#DNA/DTA	1032	11887	11.52	4	21
TE_00002503_INT#LTR/Gypsy	694	2639245	3802.95	0	6921
TE_00002505#DNA/Helitron	7646	171164	22.39	0	82
TE_00002506#DNA/DTM	1524	190852	125.23	8	241
TE_00002507_INT#LTR/Copia	1769	2221611	1255.86	0	4181
TE_00002508_INT#LTR/Gypsy	951	365427	384.26	0	737
TE_00002509_INT#LTR/Gypsy	2117	15989170	7552.75	1	54873
TE_00002510_LTR#LTR/Gypsy	384	11818	30.78	1	90
TE_00002511#DNA/DTT	428	881	2.06	0	11
TE_00002512_INT#LTR/Copia	4226	2541106	601.30	3	848
TE_00002515_INT#LTR/Gypsy	5167	943518	182.60	12	770
TE_00002516_INT#LTR/Gypsy	1657	260479	157.20	0	798
TE_00002517#MITE/DTT	123	4100	33.33	12	58
TE_00002518#DNA/DTH	1127	28167	24.99	1	59
TE_00002519#DNA/Helitron	3853	38771	10.06	0	52
TE_00002521#DNA/DTM	1538	32366	21.04	2	69
TE_00002522_INT#LTR/Gypsy	2059	3062277	1487.26	44	4144
TE_00002523_LTR#LTR/Gypsy	3868	6922192	1789.60	0	9952
TE_00002524#DNA/DTH	3102	53543	17.26	0	49
TE_00002525#DNA/DTT	3606	350539	97.21	0	855
TE_00002526#DNA/DTA	1560	8388	5.38	0	32
TE_00002527#DNA/Helitron	384	5328	13.88	5	58
TE_00002531#DNA/Helitron	3616	17796	4.92	0	45
TE_00002532#DNA/DTA	3641	194151	53.32	0	736
TE_00002533#DNA/DTA	1290	14681	11.38	3	35
TE_00002534#DNA/DTC	664	115316	173.67	0	536
TE_00002535_LTR#LTR/Copia	197	15751	79.95	4	152
TE_00002536_LTR#LTR/Copia	236	5719	24.23	11	32
TE_00002538#MITE/DTH	370	1953	5.28	1	10
TE_00002540#DNA/Helitron	11368	78736	6.93	0	189
TE_00002541#DNA/DTM	1052	58574	55.68	1	265
TE_00002542#DNA/DTA	819	5246	6.41	0	26
TE_00002544#DNA/DTT	2154	5059	2.35	0	16
TE_00002545_LTR#LTR/Gypsy	1043	248074	237.85	2	1090
TE_00002546_INT#LTR/Copia	1751	18475384	10551.33	0	14738
TE_00002547#MITE/DTA	87	535	6.15	2	9
TE_00002548#MITE/DTT	86	147420	1714.19	1126	1951
TE_00002550#DNA/DTC	191	7560	39.58	2	63
TE_00002551#DNA/DTM	1201	3250	2.71	0	20
TE_00002552#MITE/DTT	276	281	1.02	0	6
TE_00002553_INT#LTR/Gypsy	1441	4946291	3432.54	0	6953
TE_00002554#DNA/DTT	757	2126874	2809.61	1	8107
TE_00002555#DNA/DTT	2523	9326	3.70	0	13
TE_00002556_INT#LTR/Gypsy	957	68880	71.97	0	203
TE_00002557#DNA/Helitron	309	3811	12.33	2	23
TE_00002558_LTR#LTR/Gypsy	537	815510	1518.64	410	2483
TE_00002559_INT#LTR/Gypsy	5248	2903350	553.23	0	2221
TE_00002560_INT#LTR/Gypsy	2672	245859	92.01	0	246
TE_00002561#DNA/DTT	1722	30568	17.75	0	122
TE_00002562_INT#LTR/Gypsy	1729	771150	446.01	1	1987
TE_00002564_INT#LTR/Gypsy	101	1212098	12000.97	63	16693
TE_00002565#DNA/DTH	805	24523	30.46	8	53
TE_00002566#MITE/DTA	166	6747	40.64	24	77
TE_00002567_INT#LTR/Gypsy	1946	1627016	836.08	0	1681
TE_00002568_LTR#LTR/Gypsy	3877	3339410	861.34	3	9654
TE_00002569_INT#LTR/Copia	8250	3547777	430.03	2	1453
TE_00002570#DNA/DTC	1132	135101	119.35	0	509
TE_00002571_INT#LTR/Copia	5314	1236564	232.70	1	1509
TE_00002572#DNA/DTA	976	11247	11.52	0	19
TE_00002573#DNA/DTM	828	22785	27.52	12	46
TE_00002574_INT#LTR/Gypsy	1087	464117	426.97	0	1576
TE_00002575#DNA/Helitron	2194	76351	34.80	2	110
TE_00002578#DNA/Helitron	3099	9048	2.92	0	18
TE_00002579#DNA/DTC	3118	8028740	2574.96	26	6092
TE_00002580#DNA/DTM	1993	18359	9.21	0	26
TE_00002581#DNA/DTC	820	10313	12.58	2	37
TE_00002582#DNA/Helitron	2019	13938	6.90	0	20
TE_00002583#MITE/DTM	161	285108	1770.86	0	3085
TE_00002584#DNA/DTT	1230	3577	2.91	0	15
TE_00002585#MITE/DTT	276	89860	325.58	157	449
TE_00002586#MITE/DTC	536	620139	1156.98	84	2367
TE_00002587_INT#LTR/Gypsy	5401	3476992	643.77	0	3324
TE_00002589_LTR#LTR/Copia	367	106851	291.15	8	592
TE_00002590#DNA/Helitron	3011	17938	5.96	0	73
TE_00002591_INT#LTR/Gypsy	1520	163061	107.28	1	261
TE_00002593#DNA/DTM	2014	6463	3.21	0	12
TE_00002595#DNA/DTC	82	2260	27.56	12	39
TE_00002596_LTR#LTR/Gypsy	311	1393	4.48	0	11
TE_00002599#DNA/DTT	995	1810870	1819.97	1	4783
TE_00002600#DNA/DTC	3550	42728	12.04	1	35
TE_00002601_INT#LTR/Gypsy	93	314	3.38	0	4
TE_00002603_INT#LTR/Gypsy	2596	2187563	842.67	0	3925
TE_00002604_LTR#LTR/Copia	1140	9885331	8671.34	0	24283
TE_00002605_INT#LTR/Gypsy	582	1206897	2073.71	0	3494
TE_00002606#DNA/DTM	1242	59460	47.87	23	147
TE_00002607#DNA/Helitron	2134	8880197	4161.29	1	23220
TE_00002608_INT#LTR/Copia	467	2218	4.75	0	96
TE_00002611_INT#LTR/Gypsy	95	19	0.20	0	1
TE_00002612#MITE/DTT	314	95903	305.42	2	423
TE_00002613_INT#LTR/Gypsy	797	129555	162.55	2	320
TE_00002615_INT#LTR/Gypsy	729	1643826	2254.91	0	4491
TE_00002617_INT#LTR/Gypsy	5124	3279879	640.10	0	1775
TE_00002618#MITE/DTA	157	1134	7.22	2	10
TE_00002619#MITE/DTT	169	10746	63.59	3	126
TE_00002620_LTR#LTR/Copia	165	18644	112.99	49	129
TE_00002621#DNA/Helitron	255	9659	37.88	1	79
TE_00002622#DNA/Helitron	1391	34174	24.57	1	94
TE_00002623_INT#LTR/Gypsy	4118	75872	18.42	0	46
TE_00002624#DNA/DTA	1004	10597	10.55	2	31
TE_00002625_INT#LTR/Gypsy	11780	6511356	552.75	0	3248
TE_00002626_INT#LTR/Gypsy	4578	23258	5.08	0	72
TE_00002627#MITE/DTH	425	7469	17.57	1	53
TE_00002628#MITE/DTT	99	200	2.02	1	4
TE_00002629_INT#LTR/Copia	523	503643	962.99	14	2812
TE_00002630_INT#LTR/Copia	4612	123510	26.78	4	70
TE_00002631_INT#LTR/Gypsy	1425	590370	414.29	0	1110
TE_00002633_INT#LTR/Copia	4849	139375	28.74	0	863
TE_00002634_INT#LTR/Gypsy	369	0	0.00	0	0
TE_00002635#MITE/DTT	442	4900	11.09	7	19
TE_00002636#DNA/DTT	1178	4716	4.00	0	19
TE_00002637_LTR#LTR/Gypsy	1037	457762	441.43	20	1488
TE_00002640#DNA/DTH	94	19	0.20	0	1
TE_00002641#DNA/DTM	1383	19491	14.09	0	67
TE_00002642#MITE/DTH	480	1393	2.90	1	5
TE_00002643#DNA/DTT	3381	37304	11.03	0	475
TE_00002645_INT#LTR/Gypsy	5368	667473	124.34	1	1187
TE_00002646_INT#LTR/Copia	4449	30587	6.88	0	35
TE_00002648_INT#LTR/Gypsy	4993	58712	11.76	2	60
TE_00002649#MITE/DTT	127	863	6.80	1	12
TE_00002650#MITE/DTH	275	5915	21.51	12	56
TE_00002651#DNA/DTM	3394	82565	24.33	0	166
TE_00002655_INT#LTR/Gypsy	11438	5340397	466.90	1	2021
TE_00002656_INT#LTR/Gypsy	574	220106	383.46	0	1561
TE_00002658_LTR#LTR/Copia	279	5258	18.85	4	69
TE_00002659_INT#LTR/Gypsy	5733	7598219	1325.35	0	11155
TE_00002660#MITE/DTA	154	724	4.70	0	7
TE_00002661_INT#LTR/Gypsy	1347	3529862	2620.54	0	7766
TE_00002662#DNA/DTM	2783	798007	286.74	0	1496
TE_00002663#DNA/DTM	662	14343	21.67	0	117
TE_00002665_INT#LTR/Gypsy	4701	59437	12.64	1	41
TE_00002666_INT#LTR/Gypsy	2979	3197059	1073.20	3	5763
TE_00002668_INT#LTR/Gypsy	198	31732	160.26	0	444
TE_00002669#MITE/DTA	157	977	6.22	3	9
TE_00002670#DNA/DTH	4530	414884	91.59	0	237
TE_00002671#DNA/DTT	2318	13909	6.00	0	106
TE_00002672#DNA/DTM	1142	7109	6.23	0	17
TE_00002673_LTR#LTR/Gypsy	321	3500	10.90	5	15
TE_00002674_INT#LTR/Gypsy	2656	2114159	795.99	0	2132
TE_00002675#DNA/DTH	138	18650	135.14	8	271
TE_00002677_INT#LTR/Gypsy	129	27192	210.79	62	298
TE_00002678#MITE/DTH	337	69534	206.33	93	257
TE_00002679#MITE/DTT	244	17605	72.15	1	191
TE_00002680#MITE/DTM	442	2045	4.63	0	37
TE_00002681#DNA/DTC	4116	715198	173.76	0	1442
TE_00002682#DNA/DTM	837	43088	51.48	4	126
TE_00002683_INT#LTR/Gypsy	4671	27462	5.88	0	24
TE_00002684_INT#LTR/Copia	4731	40494	8.56	1	36
TE_00002685#DNA/DTC	2968	68712	23.15	2	224
TE_00002686_INT#LTR/Gypsy	2460	2580489	1048.98	0	3615
TE_00002687#DNA/DTH	133	347	2.61	1	6
TE_00002688_INT#LTR/Gypsy	2815	1344769	477.72	1	1702
TE_00002689_LTR#LTR/Copia	1678	24893581	14835.27	595	27641
TE_00002690#MITE/DTT	379	939	2.48	0	5
TE_00002692_INT#LTR/Gypsy	2521	2137839	848.01	0	2987
TE_00002694#DNA/DTC	839	10546	12.57	0	43
TE_00002695#DNA/DTT	1272	7182	5.65	0	34
TE_00002696#DNA/DTT	3081	51712	16.78	0	152
TE_00002697#DNA/Helitron	4545	108413	23.85	0	260
TE_00002698#DNA/DTM	858	40087	46.72	0	71
TE_00002699_INT#LTR/Gypsy	855	2921048	3416.43	0	9168
TE_00002700#MITE/DTM	426	4732	11.11	0	37
TE_00002701_INT#LTR/Gypsy	6204	4311935	695.02	55	1008
TE_00002702#DNA/DTC	3421	2924638	854.91	5	2173
TE_00002703_INT#LTR/Copia	1827	1309097	716.53	2	1362
TE_00002704_INT#LTR/Copia	5250	100706	19.18	2	1416
TE_00002705#DNA/DTH	1171	132182	112.88	1	318
TE_00002706_INT#LTR/Gypsy	428	235359	549.90	78	901
TE_00002708#DNA/DTM	225	1700	7.56	1	44
TE_00002709#DNA/DTM	3395	188783	55.61	0	502
TE_00002710#MITE/DTM	322	2926	9.09	1	51
TE_00002711#MITE/DTT	362	2623	7.25	0	17
TE_00002712_INT#LTR/Gypsy	6244	842740	134.97	5	456
TE_00002713#DNA/DTM	178	5249	29.49	0	49
TE_00002714_INT#LTR/Copia	4738	172074	36.32	0	130
TE_00002715#MITE/DTT	300	28776	95.92	15	187
TE_00002716#DNA/DTT	1627	368543	226.52	0	2476
TE_00002718#DNA/DTC	175	0	0.00	0	0
TE_00002719#DNA/DTC	3422	1079756	315.53	4	1242
TE_00002720#DNA/DTC	1735	930772	536.47	1	1313
TE_00002721_INT#LTR/Copia	3174	1362272	429.20	0	1751
TE_00002722#DNA/Helitron	1308	12865	9.84	0	34
TE_00002725_INT#LTR/Copia	4720	212665	45.06	2	106
TE_00002726#MITE/DTT	130	401	3.08	1	5
TE_00002727#MITE/DTH	303	22515	74.31	9	160
TE_00002728#DNA/DTC	1474	88029	59.72	4	432
TE_00002729_LTR#LTR/Copia	109	3823	35.07	16	51
TE_00002730#DNA/Helitron	3525	136810	38.81	0	1728
TE_00002731#DNA/DTM	1247	24396	19.56	0	199
TE_00002732#DNA/Helitron	232	222963	961.05	1	1587
TE_00002733#DNA/DTM	1345	7375	5.48	0	49
TE_00002734#DNA/DTC	4494	37773	8.41	0	37
TE_00002735#DNA/DTT	2129	14054	6.60	0	94
TE_00002736#DNA/DTM	2699	17165	6.36	0	26
TE_00002737_LTR#LTR/Gypsy	339	67656	199.58	77	333
TE_00002738_INT#LTR/Copia	260	10939	42.07	0	60
TE_00002739#DNA/DTM	766	2335	3.05	0	11
TE_00002740#DNA/DTH	1428	24129	16.90	0	92
TE_00002741_LTR#LTR/Copia	225	14995	66.64	14	104
TE_00002742#DNA/DTH	1958	136710	69.82	0	319
TE_00002744#DNA/Helitron	300	5972	19.91	1	62
TE_00002745#MITE/DTT	122	2354	19.30	3	27
TE_00002747_INT#LTR/Copia	4536	194179	42.81	3	82
TE_00002748_INT#LTR/Copia	101	319	3.16	0	11
TE_00002749#DNA/DTC	1704	58162	34.13	3	92
TE_00002750#DNA/DTC	191	24880	130.26	0	184
TE_00002751#DNA/DTM	1112	5037	4.53	0	21
TE_00002752#DNA/Helitron	2562	12880	5.03	1	20
TE_00002753_INT#LTR/Copia	4726	299710	63.42	1	130
TE_00002754_INT#LTR/Gypsy	408	277990	681.35	18	1302
TE_00002755#DNA/DTM	1237	30011	24.26	4	89
TE_00002756#DNA/DTH	1406	22523	16.02	0	65
TE_00002757_INT#LTR/Gypsy	4855	1352162	278.51	0	1498
TE_00002759_LTR#LTR/Gypsy	4121	1272572	308.80	9	976
TE_00002760#DNA/DTM	2861	35163	12.29	1	37
TE_00002761_INT#LTR/Copia	931	1945398	2089.58	0	8882
TE_00002762#DNA/DTC	2210	58937	26.67	0	55
TE_00002763_LTR#LTR/Gypsy	973	182737	187.81	16	859
TE_00002765_INT#LTR/Gypsy	129	492	3.81	0	10
TE_00002767_INT#LTR/Gypsy	239	710	2.97	0	9
TE_00002768#MITE/DTT	234	11797	50.41	9	91
TE_00002769_LTR#LTR/Copia	252	5505	21.85	1	36
TE_00002770_LTR#LTR/Gypsy	4197	4265278	1016.27	6	4333
TE_00002771_INT#LTR/Copia	5063	204465	40.38	0	131
TE_00002772#DNA/DTT	750	9497	12.66	4	24
TE_00002773_LTR#LTR/Copia	170	8398	49.40	24	70
TE_00002774#DNA/Helitron	1922	131656	68.50	0	451
TE_00002775_INT#LTR/Gypsy	4146	4892846	1180.14	0	5427
TE_00002777#MITE/DTT	376	14378	38.24	0	308
TE_00002778#DNA/DTC	1680	64057	38.13	3	87
TE_00002779_INT#LTR/Gypsy	1248	527678	422.82	0	1033
TE_00002780#DNA/DTH	1313	50879	38.75	0	139
TE_00002781#DNA/DTA	1104	13748	12.45	1	56
TE_00002782#DNA/DTM	857	634636	740.53	162	1534
TE_00002783#DNA/Helitron	3128	85118	27.21	0	150
TE_00002784#MITE/DTT	219	1689	7.71	0	34
TE_00002786#DNA/DTM	208	1548	7.44	0	15
TE_00002787#MITE/DTT	193	1642	8.51	1	19
TE_00002788_INT#LTR/Gypsy	1277	874029	684.44	1	2146
TE_00002789_LTR#LTR/Gypsy	896	1261678	1408.12	84	5149
TE_00002790#DNA/Helitron	3827	26641	6.96	0	32
TE_00002791_INT#LTR/Gypsy	3267	834967	255.58	0	574
TE_00002792#DNA/Helitron	2179	23435	10.75	2	53
TE_00002793#DNA/Helitron	14914	701146	47.01	0	288
TE_00002794#DNA/DTM	1171	8627	7.37	0	70
TE_00002795#MITE/DTT	92	555	6.03	0	19
TE_00002797_INT#LTR/Copia	4992	1147901	229.95	18	520
TE_00002798#MITE/DTA	178	1948	10.94	3	14
TE_00002799#DNA/DTC	109	262	2.40	0	6
TE_00002800_INT#LTR/Gypsy	5648	1505541	266.56	0	1207
TE_00002801_INT#LTR/Gypsy	111	7104	64.00	0	104
TE_00002803#DNA/DTC	732	11449	15.64	0	46
TE_00002804#DNA/DTM	1405	27314	19.44	0	82
TE_00002805#DNA/DTH	2178	10552	4.84	0	22
TE_00002806#DNA/DTC	95	8090	85.16	39	103
TE_00002807_LTR#LTR/Copia	239	2535	10.61	4	20
TE_00002810_LTR#LTR/Gypsy	338	2602	7.70	3	14
TE_00002811_INT#LTR/Gypsy	1238	59544	48.10	0	139
TE_00002813_INT#LTR/Copia	4485	33985	7.58	1	38
TE_00002814#DNA/Helitron	1979	19944	10.08	2	48
TE_00002815_INT#LTR/Gypsy	216	10507	48.64	0	81
TE_00002816#MITE/DTH	199	30514	153.34	56	187
TE_00002817_INT#LTR/Copia	1436	7799300	5431.27	267	20176
TE_00002818_INT#LTR/Gypsy	4785	1329406	277.83	5	1260
TE_00002819#DNA/Helitron	1133	3868	3.41	0	10
TE_00002821_LTR#LTR/Gypsy	2564	3388140	1321.43	0	3435
TE_00002822#DNA/DTT	2775	610836	220.12	0	3198
TE_00002823_LTR#LTR/Gypsy	442	55151	124.78	0	362
TE_00002824#DNA/DTT	878	39675	45.19	0	122
TE_00002825_LTR#LTR/Copia	123	12182	99.04	77	113
TE_00002828#DNA/DTH	2647	1630879	616.12	17	918
TE_00002829#DNA/DTT	1527	43720	28.63	1	112
TE_00002831#MITE/DTT	186	26763	143.89	3	424
TE_00002832#DNA/DTC	1010	7604	7.53	0	58
TE_00002835_INT#LTR/Gypsy	359	22922	63.85	0	136
TE_00002836_INT#LTR/Gypsy	5663	28153566	4971.49	75	9147
TE_00002837#DNA/Helitron	5101	38626	7.57	0	21
TE_00002838#MITE/DTH	138	3909	28.33	4	34
TE_00002839#DNA/DTM	1432	21859	15.26	0	25
TE_00002842_INT#LTR/Gypsy	266	160999	605.26	0	872
TE_00002843#DNA/DTT	1437	4665883	3246.96	110	4782
TE_00002844#MITE/DTT	80	221	2.76	1	7
TE_00002845#DNA/DTT	1305	4617297	3538.16	18	5096
TE_00002846_LTR#LTR/Gypsy	919	1496835	1628.76	162	4754
TE_00002847_LTR#LTR/Copia	1804	2413237	1337.71	128	3797
TE_00002848#DNA/DTC	991	9946	10.04	0	36
TE_00002849#DNA/DTC	1232	303131	246.05	4	612
TE_00002850#DNA/Helitron	2396	12327	5.14	0	15
TE_00002851#DNA/DTC	2726	85048	31.20	1	134
TE_00002852#MITE/DTM	325	25495	78.45	7	153
TE_00002853_INT#LTR/Gypsy	5423	129616	23.90	0	69
TE_00002855_LTR#LTR/Gypsy	1484	372866	251.26	61	826
TE_00002856#DNA/DTH	1447	28731	19.86	0	73
TE_00002857#DNA/Helitron	1910	3556	1.86	0	16
TE_00002858_INT#LTR/Gypsy	2126	4633690	2179.53	148	4745
TE_00002859#MITE/DTA	334	1218	3.65	2	7
TE_00002860#DNA/DTC	1167	173715	148.86	41	293
TE_00002861#DNA/DTT	644	1953	3.03	1	9
TE_00002862#DNA/Helitron	4828	57874	11.99	0	107
TE_00002863#DNA/Helitron	13908	77054	5.54	0	279
TE_00002865#DNA/Helitron	2636	65131	24.71	1	70
TE_00002866#DNA/DTM	1489	12781	8.58	1	24
TE_00002867#MITE/DTT	91	34562	379.80	0	510
TE_00002868#DNA/DTT	335	2150	6.42	0	20
TE_00002869#MITE/DTT	292	149304	511.32	276	584
TE_00002871#DNA/DTT	2230	17958	8.05	0	123
TE_00002872#DNA/Helitron	11292	148829	13.18	0	506
TE_00002873_INT#LTR/Gypsy	659	92821	140.85	1	783
TE_00002874#DNA/DTA	917	30912	33.71	0	108
TE_00002876_INT#LTR/Copia	1489	1048258	704.00	3	2013
TE_00002877#DNA/DTC	695	290138	417.46	176	533
TE_00002878#DNA/DTC	2642	15234	5.77	0	59
TE_00002879_INT#LTR/Copia	4740	569266	120.10	4	217
TE_00002880#DNA/DTC	1267	34856	27.51	3	108
TE_00002881_INT#LTR/Gypsy	6796	2379376	350.11	1	1753
TE_00002883_LTR#LTR/Copia	116	44434	383.05	167	535
TE_00002884#MITE/DTT	340	34009	100.03	31	164
TE_00002885#DNA/Helitron	3390	352794	104.07	0	787
TE_00002887_INT#LTR/Gypsy	2959	1785953	603.57	0	2089
TE_00002888_INT#LTR/Gypsy	930	493619	530.77	1	962
TE_00002889_LTR#LTR/Gypsy	1025	251666	245.53	14	745
TE_00002890_LTR#LTR/Gypsy	2245	1143878	509.52	1	2180
TE_00002891_INT#LTR/Gypsy	6234	1181822	189.58	0	1473
TE_00002893_LTR#LTR/Copia	558	97717	175.12	66	250
TE_00002894_LTR#LTR/Copia	239	7974	33.36	2	73
TE_00002896#DNA/DTT	1475	5472	3.71	0	19
TE_00002897#DNA/DTM	3450	15032	4.36	0	117
TE_00002898_INT#LTR/Copia	1864	3455675	1853.90	41	2677
TE_00002899#DNA/DTC	190	2045	10.76	0	42
TE_00002900_INT#LTR/Gypsy	120	3781	31.51	0	47
TE_00002901#DNA/DTT	331	90538	273.53	2	1764
TE_00002902#DNA/DTH	1105	22823	20.65	0	133
TE_00002903_INT#LTR/Gypsy	1015	927898	914.19	0	2366
TE_00002904_LTR#LTR/Gypsy	3549	3465357	976.43	47	6058
TE_00002905#MITE/DTT	291	403	1.38	0	4
TE_00002906_INT#LTR/Gypsy	165	57807	350.35	34	486
TE_00002907_INT#LTR/Gypsy	1777	4346454	2445.95	0	4755
TE_00002908_INT#LTR/Gypsy	703	3955554	5626.68	402	8812
TE_00002909#DNA/Helitron	8931	5449077	610.13	0	8342
TE_00002912#DNA/DTM	4606	9362	2.03	0	10
TE_00002913_LTR#LTR/Copia	149	1333	8.95	5	11
TE_00002914_LTR#LTR/Gypsy	1153	5002788	4338.93	687	12442
TE_00002915#DNA/DTT	493	22708	46.06	0	255
TE_00002916#DNA/DTC	3584	139451	38.91	0	295
TE_00002917#DNA/Helitron	361	16436	45.53	1	101
TE_00002918#MITE/DTH	283	7175	25.35	2	38
TE_00002919#DNA/DTH	803	8607	10.72	4	34
TE_00002920#DNA/DTC	4114	68855	16.74	1	177
TE_00002922_INT#LTR/Gypsy	122	10471	85.83	0	139
TE_00002924#DNA/DTC	3374	236489	70.09	0	291
TE_00002926_INT#LTR/Gypsy	322	5669	17.61	0	48
TE_00002927#DNA/Helitron	1162	31544	27.15	0	125
TE_00002928_INT#LTR/Gypsy	179	104805	585.50	222	791
TE_00002929#DNA/DTT	1174	21382	18.21	6	31
TE_00002933#MITE/DTT	136	515	3.79	1	6
TE_00002934#MITE/DTH	139	2844	20.46	1	27
TE_00002935#DNA/DTM	1977	51863	26.23	0	172
TE_00002936#MITE/DTT	152	995	6.55	2	10
TE_00002939#DNA/DTH	1113	132089	118.68	0	372
TE_00002940_LTR#LTR/Copia	206	1485	7.21	5	8
TE_00002941#DNA/Helitron	5862	115364	19.68	0	303
TE_00002943#DNA/DTT	937	4689	5.00	0	58
TE_00002945_INT#LTR/Gypsy	1551	1371690	884.39	0	2344
TE_00002946_INT#LTR/Copia	4126	254021	61.57	7	691
TE_00002949_INT#LTR/Copia	561	74347	132.53	1	304
TE_00002950_LTR#LTR/Gypsy	1141	3274460	2869.82	680	6465
TE_00002951#DNA/DTT	3361	1172092	348.73	0	815
TE_00002952_INT#LTR/Gypsy	1231	379440	308.24	0	793
TE_00002953#MITE/DTA	555	19722	35.54	4	71
TE_00002954_INT#LTR/Copia	1420	162837	114.67	0	430
TE_00002955_INT#LTR/Gypsy	1757	6864992	3907.22	0	14552
TE_00002956#DNA/DTT	2233	779654	349.15	0	3322
TE_00002957_LTR#LTR/Gypsy	884	4059117	4591.76	12	8391
TE_00002958_LTR#LTR/Gypsy	403	17283	42.89	4	101
TE_00002959#DNA/DTM	571	34038	59.61	5	97
TE_00002960_LTR#LTR/Copia	329	7186085	21842.20	0	33009
TE_00002961#DNA/Helitron	9332	2528728	270.97	0	907
TE_00002962_INT#LTR/Copia	1189	29576	24.87	1	58
TE_00002963_LTR#LTR/Copia	987	557802	565.15	3	752
TE_00002964_LTR#LTR/Gypsy	510	541906	1062.56	1	6819
